Country,ISO,Region,Sub-region,Year,World Bank Classification,r_Gross Domestic Product (PPP),x_y_r_Life Expectancy,x_Social Indicator 2,x_y_r_GNI per capita,y_Economic Indicator 2
Hungary,HUN,Europe,Eastern Europe,2005,3,172000000000,72.64878,,10400,
Iceland,ISL,Europe,Northern Europe,2005,5,11000000000,81.50244,,50700,
India,IND,Asia,Southern Asia,2005,1,3270000000000,64.52388,,730,
Indonesia,IDN,Asia,South-eastern Asia,2005,2,1380000000000,67.16856,,1220,
Iran,IRN,Asia,Southern Asia,2005,2,912000000000,71.93171,,2910,
Iraq,IRQ,Asia,Western Asia,2005,2,262000000000,68.38168,,,
Ireland,IRL,Europe,Northern Europe,2005,5,168000000000,78.9439,,44600,
Isle of Man,IMN,Europe,Northern Europe,2005,,,,,38700,
Israel,ISR,Asia,Western Asia,2005,4,172000000000,80.15122,,21200,
Italy,ITA,Europe,Southern Europe,2005,5,1740000000000,80.78293,,32400,
Jamaica,JAM,Americas,Caribbean,2005,2,20600000000,73.42802,,3920,
Japan,JPN,Asia,Eastern Asia,2005,5,4050000000000,81.92512,,40600,
Jordan,JOR,Asia,Western Asia,2005,2,44770772414,72.6389,,2530,
Kazakhstan,KAZ,Asia,Central Asia,2005,2,216000000000,65.90976,,2950,
Kenya,KEN,Africa,Eastern Africa,2005,1,71400000000,53.51983,,530,
Kiribati,KIR,Oceania,Micronesia,2005,2,162000000,64.78237,,1730,
North Korea,PRK,Asia,Eastern Asia,2005,1,,68.157,,,
South Korea,KOR,Asia,Eastern Asia,2005,5,1170000000000,78.43268,,17800,
Kosovo,XKX,Europe,Southern Europe,2005,0,10200869013,68.69512,,,
Kuwait,KWT,Asia,Western Asia,2005,4,189000000000,73.65141,,34600,
Kyrgyz Republic,KGZ,Asia,Central Asia,2005,1,10900000000,67.9561,,450,
Lao PDR,LAO,Asia,South-eastern Asia,2005,1,15100000000,61.73451,,460,
Latvia,LVA,Europe,Northern Europe,2005,3,31000000000,71.3561,,7350,
Lebanon,LBN,Asia,Western Asia,2005,3,43600000000,76.83259,,5710,
Lesotho,LSO,Africa,Southern Africa,2005,2,3420000000,43.65773,,1050,
Liberia,LBR,Africa,Western Africa,2005,1,1736129144,55.06617,,120,
Libya,LBY,Africa,Northern Africa,2005,3,134000000000,71.471,,6860,
Liechtenstein,LIE,Europe,Western Europe,2005,4,,80.66829,,92400,
Lithuania,LTU,Europe,Northern Europe,2005,3,48300000000,71.25366,,7600,
Luxembourg,LUX,Europe,Western Europe,2005,5,31400000000,79.43171,,66400,
Macao,MAC,Asia,Eastern Asia,2005,4,27600000000,78.64902,,24800,
"Macedonia, FYR",MKD,Europe,Southern Europe,2005,2,16000000000,74.0889,,3010,
Madagascar,MDG,Africa,Eastern Africa,2005,1,22700000000,61.18729,,290,
Malawi,MWI,Africa,Eastern Africa,2005,1,9750000000,48.27593,,300,
Malaysia,MYS,Asia,South-eastern Asia,2005,3,424000000000,73.60061,,5250,
Maldives,MDV,Asia,Southern Asia,2005,2,2280000000,74.33234,,3570,
Mali,MLI,Africa,Western Africa,2005,1,20100000000,52.57971,,460,
Malta,MLT,Europe,Southern Europe,2005,4,8980000000,79.3,,15700,
Marshall Islands,MHL,Oceania,Micronesia,2005,2,148000000,,,3570,
Mauritania,MRT,Africa,Western Africa,2005,1,8320000000,60.66037,,690,
Mauritius,MUS,Africa,Eastern Africa,2005,3,13600000000,72.4322,,5420,
Mexico,MEX,Americas,Central America,2005,3,1320000000000,75.2821,,7720,
"Micronesia, Fed. Sts.",FSM,Oceania,Micronesia,2005,2,312000000,67.92437,,2550,
Moldova,MDA,Europe,Eastern Europe,2005,2,10600000000,67.67807,,890,
Monaco,MCO,Europe,Western Europe,2005,4,,,,128000,
Mongolia,MNG,Asia,Eastern Asia,2005,1,13600000000,65.16693,,900,
Montenegro,MNE,Europe,Southern Europe,2005,0,5110000000,73.58429,,3660,
Morocco,MAR,Africa,Northern Africa,2005,2,148000000000,70.43983,,2070,
Mozambique,MOZ,Africa,Eastern Africa,2005,1,13800000000,50.64161,,350,
Myanmar,MMR,Asia,South-eastern Asia,2005,1,98200000000,63.55527,,260,
Namibia,NAM,Africa,Southern Africa,2005,2,13100000000,55.97744,,3390,
Nauru,NRU,Oceania,Micronesia,2005,,,,,,
Nepal,NPL,Asia,Southern Asia,2005,1,38500000000,65.49429,,310,
Netherlands,NLD,Europe,Western Europe,2005,5,608000000000,79.34634,,42400,
New Caledonia,NCL,Oceania,Melanesia,2005,4,,75.16829,,,
New Zealand,NZL,Oceania,Australia and New Zealand,2005,5,106000000000,79.85122,,25440,
Nicaragua,NIC,Americas,Central America,2005,2,18200000000,71.8381,,1180,
Niger,NER,Africa,Western Africa,2005,1,9250000000,53.93685,,250,
Nigeria,NGA,Africa,Western Africa,2005,1,513000000000,48.66649,,660,
Northern Mariana Islands,MNP,Oceania,Micronesia,2005,3,,,,,
Norway,NOR,Europe,Northern Europe,2005,5,221000000000,80.04146,,63800,
Oman,OMN,Asia,Western Asia,2005,3,92701552364,74.40761,,10640,
Pakistan,PAK,Asia,Southern Asia,2005,1,550000000000,63.87763,,740,
Palau,PLW,Oceania,Micronesia,2005,3,262000000,69.12927,,9250,
Panama,PAN,Americas,Central America,2005,3,35200000000,75.97163,,4860,
Papua New Guinea,PNG,Oceania,Melanesia,2005,1,9890000000,60.64307,,700,
Paraguay,PRY,Americas,South America,2005,2,31600000000,71.28632,,1230,
Peru,PER,Americas,South America,2005,2,187000000000,72.45851,,2510,
Philippines,PHL,Asia,South-eastern Asia,2005,2,367000000000,67.26649,,1520,
Poland,POL,Europe,Eastern Europe,2005,3,530000000000,74.99512,,7300,
Portugal,PRT,Europe,Southern Europe,2005,5,239000000000,78.07073,,18600,
Puerto Rico,PRI,Americas,Caribbean,2005,4,128000000000,78.2961,,14800,
Qatar,QAT,Asia,Western Asia,2005,4,84600000000,77.02354,,39600,
Romania,ROU,Europe,Eastern Europe,2005,3,207000000000,71.8789,,3930,
Russian Federation,RUS,Europe,Eastern Europe,2005,3,1700000000000,65.47,,4450,
Rwanda,RWA,Africa,Eastern Africa,2005,1,8170000000,54.75161,,270,
Samoa,WSM,Oceania,Polynesia,2005,2,855000000,70.99693,,2370,
San Marino,SMR,Europe,Southern Europe,2005,4,,81.97561,,41800,
Sao Tome and Principe,STP,Africa,Middle Africa,2005,1,309000000,64.5769,,780,
Saudi Arabia,SAU,Asia,Western Asia,2005,4,855000000000,73.177,,12500,
Senegal,SEN,Africa,Western Africa,2005,1,21100000000,60.36193,,770,
Serbia,SRB,Europe,Southern Europe,2005,0,64800000000,72.83415,,3630,
Seychelles,SYC,Africa,Eastern Africa,2005,3,1310000000,72.13171,,11100,
Sierra Leone,SLE,Africa,Western Africa,2005,1,5280000000,43.60307,,320,
Singapore,SGP,Asia,South-eastern Asia,2005,4,235000000000,79.99024,,28400,
Sint Maarten (Dutch part),SXM,Americas,Caribbean,2005,,,,,,
Slovak Republic,SVK,Europe,Eastern Europe,2005,3,89300000000,73.90488,,11300,
Slovenia,SVN,Europe,Southern Europe,2005,4,47900000000,77.6122,,18400,
Solomon Islands,SLB,Oceania,Melanesia,2005,1,669000000,65.55349,,900,
Somalia,SOM,Africa,Eastern Africa,2005,1,,52.35585,,,
South Africa,ZAF,Africa,Southern Africa,2005,3,469000000000,51.55734,,5050,
South Sudan,SSD,Africa,Eastern Africa,2005,0,,51.17163,,,
Spain,ESP,Europe,Southern Europe,2005,5,1210000000000,80.17073,,25900,
Sri Lanka,LKA,Asia,Southern Asia,2005,2,113000000000,73.97356,,1220,
St. Kitts and Nevis,KNA,Americas,Caribbean,2005,3,921000000,,,11000,
St. Lucia,LCA,Americas,Caribbean,2005,3,1510000000,72.99907,,5360,
St. Martin (French part),MAF,Americas,Caribbean,2005,0,,77.87073,,,
St. Vincent and the Grenadines,VCT,Americas,Caribbean,2005,3,902000000,71.2289,,4950,
Sudan,SDN,Africa,Northern Africa,2005,1,94256168924,59.84083,,560,
Suriname,SUR,Americas,South America,2005,2,5440000000,68.846,,3240,
Swaziland,SWZ,Africa,Southern Africa,2005,2,6770000000,45.86007,,2830,
Sweden,SWE,Europe,Northern Europe,2005,5,307000000000,80.54634,,45400,
Switzerland,CHE,Europe,Western Europe,2005,5,301000000000,81.23659,,61600,
Syrian Arab Republic,SYR,Asia,Western Asia,2005,2,,74.36385,,1530,
Tajikistan,TJK,Asia,Central Asia,2005,1,10416569970,66.09722,,320,
Tanzania,TZA,Africa,Eastern Africa,2005,1,62000000000,55.60478,,410,
Thailand,THA,Asia,South-eastern Asia,2005,2,671000000000,72.15727,,2770,
Timor-Leste,TLS,Asia,South-eastern Asia,2005,1,1220000000,64.1561,,910,
Togo,TGO,Africa,Western Africa,2005,1,5970000000,54.50798,,360,
Tonga,TON,Oceania,Polynesia,2005,2,445051888,71.45334,,2470,
Trinidad and Tobago,TTO,Americas,Caribbean,2005,3,30500000000,68.97905,,11200,
Tunisia,TUN,Africa,Northern Africa,2005,2,79184001838,73.50244,,3190,
Turkey,TUR,Asia,Western Asia,2005,3,778000000000,72.44812,,6510,
Turkmenistan,TKM,Asia,Central Asia,2005,2,27500000000,64.43237,,1600,
Turks and Caicos Islands,TCA,Americas,Caribbean,2005,,,,,,
Tuvalu,TUV,Oceania,Polynesia,2005,,25900000,,,3740,
Uganda,UGA,Africa,Eastern Africa,2005,1,31500000000,51.77022,,300,
Ukraine,UKR,Europe,Eastern Europe,2005,2,304000000000,67.95683,,1540,
United Arab Emirates,ARE,Asia,Western Asia,2005,4,378000000000,75.68639,,38400,
United Kingdom,GBR,Europe,Northern Europe,2005,5,1950000000000,79.04878,,42800,
United States,USA,Americas,Northern America,2005,5,13100000000000,77.4878,,46300,
Uruguay,URY,Americas,South America,2005,3,38400000000,75.63471,,4720,
Uzbekistan,UZB,Asia,Central Asia,2005,1,71500000000,67.34705,,530,
Vanuatu,VUT,Oceania,Melanesia,2005,2,486000000,69.31785,,1780,
"Venezuela, RB",VEN,Americas,South America,2005,3,356000000000,73.20332,,4920,
Vietnam,VNM,Asia,South-eastern Asia,2005,1,256000000000,74.13812,,680,
Virgin Islands (U.S.),VIR,Americas,Caribbean,2005,4,,78.52439,,,
West Bank and Gaza,PSE,Asia,Western Asia,2005,0,13300000000,71.47088,,1660,
"Yemen, Rep.",YEM,Asia,Western Asia,2005,1,76200000000,61.49793,,690,
Zambia,ZMB,Africa,Eastern Africa,2005,1,26640956600,49.42939,,550,
Zimbabwe,ZWE,Africa,Eastern Africa,2005,1,19118712455,41.75961,,430,
Taiwan,TWN,Asia,Eastern Asia,2005,4,658000000000,77.26,,16930,
Afghanistan,AFG,Asia,Southern Asia,2006,1,27600000000,57.43256,,280,
Albania,ALB,Europe,Southern Europe,2006,2,19900000000,76.28612,,3090,
Algeria,DZA,Africa,Northern Africa,2006,2,383000000000,72.55771,,3100,
American Samoa,ASM,Oceania,Polynesia,2006,3,,,,,
Andorra,AND,Europe,Southern Europe,2006,,,,,42700,
Angola,AGO,Africa,Middle Africa,2006,2,85600000000,49.00705,,1630,
Antigua and Barbuda,ATG,Americas,Caribbean,2006,4,1840000000,74.61815,,13400,
Argentina,ARG,Americas,South America,2006,3,604000000000,74.8499,,5500,
Armenia,ARM,Asia,Western Asia,2006,2,16600000000,73.54827,,1990,
Aruba,ABW,Americas,Caribbean,2006,4,,74.3762,,,
Australia,AUS,Oceania,Australia and New Zealand,2006,5,710000000000,81.04146,,34100,
Austria,AUT,Europe,Western Europe,2006,5,310000000000,79.88049,,41260,
Azerbaijan,AZE,Asia,Western Asia,2006,2,83400000000,69.37524,,1890,
"Bahamas, The",BHS,Americas,Caribbean,2006,4,7860000000,73.85846,,23600,
Bahrain,BHR,Asia,Western Asia,2006,4,37500000000,75.56646,,18200,
Bangladesh,BGD,Asia,Southern Asia,2006,1,271000000000,68.42563,,560,
Barbados,BRB,Americas,Caribbean,2006,4,4010000000,74.19312,,14600,
Belarus,BLR,Europe,Eastern Europe,2006,2,106000000000,69.40488,,3520,
Belgium,BEL,Europe,Western Europe,2006,5,373000000000,79.38049,,40000,
Belize,BLZ,Americas,Central America,2006,3,2141635886,69.27949,,3780,
Benin,BEN,Africa,Western Africa,2006,1,13200000000,57.48339,,610,
Bermuda,BMU,Americas,Northern America,2006,4,3480000000,78.8878,,,
Bhutan,BTN,Asia,Southern Asia,2006,2,2910000000,65.6379,,1340,
Bolivia,BOL,Americas,South America,2006,2,41205907186,64.11495,,1120,
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2006,2,27900000000,75.23144,,3380,
Botswana,BWA,Africa,Southern Africa,2006,3,21378657594,56.87327,,5270,
Brazil,BRA,Americas,South America,2006,3,2190000000000,72.13173,,4710,
British Virgin Islands,VGB,Americas,Caribbean,2006,,,,,,
Brunei Darussalam,BRN,Asia,South-eastern Asia,2006,4,29000000000,76.42812,,27700,
Bulgaria,BGR,Europe,Eastern Europe,2006,3,86500000000,72.6122,,4230,
Burkina Faso,BFA,Africa,Western Africa,2006,1,16600000000,54.4039,,430,
Burundi,BDI,Africa,Eastern Africa,2006,1,5199140913,53.05388,,140,
Cabo Verde,CPV,Africa,Western Africa,2006,2,2180000000,71.83568,,2250,
Cambodia,KHM,Asia,South-eastern Asia,2006,1,26600000000,63.79559,,520,
Cameroon,CMR,Africa,Middle Africa,2006,2,43500000000,52.15024,,960,
Canada,CAN,Americas,Northern America,2006,5,1240000000000,80.41878,,37600,
Cayman Islands,CYM,Americas,Caribbean,2006,4,,,,,
Central African Republic,CAF,Africa,Middle Africa,2006,1,3240000000,45.16312,,350,
Chad,TCD,Africa,Middle Africa,2006,1,16676652291,48.23002,,530,
Channel Islands,CHI,Europe,Western Europe,2006,4,,79.16654,,59800,
Chile,CHL,Americas,South America,2006,3,255000000000,78.97917,,7360,
China,CHN,Asia,Eastern Asia,2006,6,7710000000000,74.07171,,2060,
Colombia,COL,Americas,South America,2006,2,393000000000,72.49144,,3430,
Comoros,COM,Africa,Eastern Africa,2006,1,848000000,60.38832,,650,
"Congo, Dem. Rep.",COD,Africa,Middle Africa,2006,1,29000000000,54.36783,,220,
"Congo, Rep.",COG,Africa,Middle Africa,2006,2,17200000000,54.64783,,1230,
Costa Rica,CRI,Americas,Central America,2006,3,46100000000,78.2078,,5060,
Cote d'Ivoire,CIV,Africa,Western Africa,2006,1,45800000000,48.25876,,950,
Croatia,HRV,Europe,Southern Europe,2006,3,75200000000,75.83683,,11000,
Cuba,CUB,Americas,Caribbean,2006,2,165000000000,78.20595,,4520,
Curacao,CUW,Americas,Caribbean,2006,0,,74.70976,,,
Cyprus,CYP,Asia,Western Asia,2006,4,22900000000,78.72288,,26300,
Czech Republic,CZE,Europe,Eastern Europe,2006,5,243000000000,76.52439,,13900,
Denmark,DNK,Europe,Northern Europe,2006,5,203000000000,78.09512,,53500,
Djibouti,DJI,Africa,Eastern Africa,2006,2,1702795706,58.37668,,,
Dominica,DMA,Americas,Caribbean,2006,3,590000000,,,5480,
Dominican Republic,DOM,Americas,Caribbean,2006,2,82400000000,71.91683,,3470,
Ecuador,ECU,Americas,South America,2006,2,113000000000,74.32022,,3120,
"Egypt, Arab Rep.",EGY,Africa,Northern Africa,2006,2,602000000000,69.6032,,1330,
El Salvador,SLV,Americas,Central America,2006,2,40000000000,70.47917,,3040,
Equatorial Guinea,GNQ,Africa,Middle Africa,2006,3,23500000000,54.07659,,9850,
Eritrea,ERI,Africa,Eastern Africa,2006,1,5880000000,59.11656,,280,
Estonia,EST,Europe,Northern Europe,2006,4,26000000000,72.69146,,11500,
Ethiopia,ETH,Africa,Eastern Africa,2006,1,57200000000,57.32493,,180,
Faroe Islands,FRO,Europe,Northern Europe,2006,4,,79.5878,,,
Fiji,FJI,Oceania,Melanesia,2006,2,5710000000,68.66651,,3630,
Finland,FIN,Europe,Northern Europe,2006,5,181000000000,79.21463,,42740,
France,FRA,Europe,Western Europe,2006,5,2070000000000,80.8122,,38000,
French Polynesia,PYF,Oceania,Polynesia,2006,4,,74.56995,,,
Gabon,GAB,Africa,Middle Africa,2006,3,21100000000,59.88707,,5750,
"Gambia, The",GMB,Africa,Western Africa,2006,1,2070000000,58.25083,,410,
Georgia,GEO,Asia,Western Asia,2006,2,20600000000,73.21215,,1790,
Germany,DEU,Europe,Western Europe,2006,5,2820000000000,79.13171,,38400,
Ghana,GHA,Africa,Western Africa,2006,1,53400000000,59.18422,,610,
Gibraltar,GIB,Europe,Southern Europe,2006,,,,,,
Greece,GRC,Europe,Southern Europe,2006,5,314000000000,79.43902,,24600,
Greenland,GRL,Americas,Northern America,2006,4,,69.51927,,29500,
Grenada,GRD,Americas,Caribbean,2006,3,1080000000,71.6059,,6530,
Guam,GUM,Oceania,Micronesia,2006,4,,77.03256,,,
Guatemala,GTM,Americas,Central America,2006,2,79400000000,69.8879,,2140,
Guinea,GIN,Africa,Western Africa,2006,1,10900000000,53.25476,,300,
Guinea-Bissau,GNB,Africa,Western Africa,2006,1,1730000000,52.58254,,410,
Guyana,GUY,Americas,South America,2006,2,3400000000,65.68488,,1340,
Haiti,HTI,Americas,Caribbean,2006,1,13600000000,59.56741,,470,
Honduras,HND,Americas,Central America,2006,2,26700000000,71.67246,,1470,
Hong Kong,HKG,Asia,Eastern Asia,2006,4,274000000000,82.37561,,30300,
Hungary,HUN,Europe,Eastern Europe,2006,3,184000000000,73.09756,,11300,
Iceland,ISL,Europe,Northern Europe,2006,5,11800000000,81.15854,,53500,
India,IND,Asia,Southern Asia,2006,1,3690000000000,64.9081,,810,
Indonesia,IDN,Asia,South-eastern Asia,2006,2,1500000000000,67.36749,,1380,
Iran,IRN,Asia,Southern Asia,2006,2,994000000000,72.28812,,3390,
Iraq,IRQ,Asia,Western Asia,2006,2,297000000000,68.25651,,2020,
Ireland,IRL,Europe,Northern Europe,2006,5,189000000000,79.24146,,48400,
Isle of Man,IMN,Europe,Northern Europe,2006,,,,,43200,
Israel,ISR,Asia,Western Asia,2006,4,182000000000,80.55366,,22100,
Italy,ITA,Europe,Southern Europe,2006,5,1880000000000,81.28293,,34200,
Jamaica,JAM,Americas,Caribbean,2006,2,21800000000,73.71561,,4230,
Japan,JPN,Asia,Eastern Asia,2006,5,4230000000000,82.32195,,39930,
Jordan,JOR,Asia,Western Asia,2006,2,49900000000,72.80105,,2720,
Kazakhstan,KAZ,Asia,Central Asia,2006,3,246000000000,66.16098,,3860,
Kenya,KEN,Africa,Eastern Africa,2006,1,78300000000,54.5911,,600,
Kiribati,KIR,Oceania,Micronesia,2006,2,165000000,64.88534,,1760,
North Korea,PRK,Asia,Eastern Asia,2006,1,,68.29276,,,
South Korea,KOR,Asia,Eastern Asia,2006,5,1250000000000,78.96927,,20000,
Kosovo,XKX,Europe,Southern Europe,2006,0,11000000000,68.94634,,2510,
Kuwait,KWT,Asia,Western Asia,2006,4,210000000000,73.72627,,41100,
Kyrgyz Republic,KGZ,Asia,Central Asia,2006,1,11600000000,67.69512,,500,
Lao PDR,LAO,Asia,South-eastern Asia,2006,1,16900000000,62.28863,,510,
Latvia,LVA,Europe,Northern Europe,2006,3,35000000000,70.86585,,8870,
Lebanon,LBN,Asia,Western Asia,2006,3,45605188952,77.24671,,5650,
Lesotho,LSO,Africa,Southern Africa,2006,2,3680000000,44.14834,,1160,
Liberia,LBR,Africa,Western Africa,2006,1,1930000000,56.14188,,130,
Libya,LBY,Africa,Northern Africa,2006,3,147000000000,71.63105,,8570,
Liechtenstein,LIE,Europe,Western Europe,2006,4,,80.94878,,104000,
Lithuania,LTU,Europe,Northern Europe,2006,3,53900000000,71.0561,,8820,
Luxembourg,LUX,Europe,Western Europe,2006,5,36400000000,79.2878,,60200,
Macao,MAC,Asia,Eastern Asia,2006,4,32200000000,78.85156,,27100,
"Macedonia, FYR",MKD,Europe,Southern Europe,2006,2,17700000000,74.20673,,3340,
Madagascar,MDG,Africa,Eastern Africa,2006,1,24600000000,61.62437,,280,
Malawi,MWI,Africa,Eastern Africa,2006,1,10500000000,49.81698,,310,
Malaysia,MYS,Asia,South-eastern Asia,2006,3,462000000000,73.71144,,5830,
Maldives,MDV,Asia,Southern Asia,2006,2,2810000000,74.92685,,4210,
Mali,MLI,Africa,Western Africa,2006,1,21600000000,53.4468,,490,
Malta,MLT,Europe,Southern Europe,2006,4,9420000000,79.43902,,16300,
Marshall Islands,MHL,Oceania,Micronesia,2006,2,156000000,,,3620,
Mauritania,MRT,Africa,Western Africa,2006,1,10200000000,60.88376,,830,
Mauritius,MUS,Africa,Eastern Africa,2006,3,15200000000,72.4322,,5920,
Mexico,MEX,Americas,Central America,2006,3,1460000000000,75.43878,,8280,
"Micronesia, Fed. Sts.",FSM,Oceania,Micronesia,2006,2,321000000,68.0742,,2550,
Moldova,MDA,Europe,Eastern Europe,2006,2,11400000000,67.8959,,1030,
Monaco,MCO,Europe,Western Europe,2006,4,,,,137000,
Mongolia,MNG,Asia,Eastern Asia,2006,1,15200000000,65.6061,,1120,
Montenegro,MNE,Europe,Southern Europe,2006,3,6370000000,73.78551,,4310,
Morocco,MAR,Africa,Northern Africa,2006,2,164000000000,70.85244,,2250,
Mozambique,MOZ,Africa,Eastern Africa,2006,1,15700000000,51.11527,,370,
Myanmar,MMR,Asia,South-eastern Asia,2006,1,114000000000,63.82424,,290,
Namibia,NAM,Africa,Southern Africa,2006,2,14500000000,57.32488,,3880,
Nauru,NRU,Oceania,Micronesia,2006,,,,,,
Nepal,NPL,Asia,Southern Asia,2006,1,41000000000,66.03607,,340,
Netherlands,NLD,Europe,Western Europe,2006,5,664000000000,79.69756,,46100,
New Caledonia,NCL,Oceania,Melanesia,2006,4,,76.46098,,,
New Zealand,NZL,Oceania,Australia and New Zealand,2006,5,116000000000,80.04878,,26400,
Nicaragua,NIC,Americas,Central America,2006,2,19500000000,72.21302,,1210,
Niger,NER,Africa,Western Africa,2006,1,10100000000,54.65456,,260,
Nigeria,NGA,Africa,Western Africa,2006,1,573000000000,49.23615,,840,
Northern Mariana Islands,MNP,Oceania,Micronesia,2006,3,,,,,
Norway,NOR,Europe,Northern Europe,2006,5,252000000000,80.3439,,70000,
Oman,OMN,Asia,Western Asia,2006,3,101000000000,74.7748,,11600,
Pakistan,PAK,Asia,Southern Asia,2006,1,602000000000,64.09939,,820,
Palau,PLW,Oceania,Micronesia,2006,3,263000000,,,9190,
Panama,PAN,Americas,Central America,2006,3,39400000000,76.141,,5180,
Papua New Guinea,PNG,Oceania,Melanesia,2006,1,10400000000,60.99554,,730,
Paraguay,PRY,Americas,South America,2006,2,34100000000,71.49185,,1470,
Peru,PER,Americas,South America,2006,2,207000000000,72.74344,,2780,
Philippines,PHL,Asia,South-eastern Asia,2006,2,398000000000,67.37476,,1650,
Poland,POL,Europe,Eastern Europe,2006,3,578000000000,75.1439,,8430,
Portugal,PRT,Europe,Southern Europe,2006,5,260000000000,78.41951,,19300,
Puerto Rico,PRI,Americas,Caribbean,2006,4,130000000000,78.41634,,15200,
Qatar,QAT,Asia,Western Asia,2006,4,110000000000,77.14561,,52600,
Romania,ROU,Europe,Eastern Europe,2006,3,248000000000,72.16341,,4960,
Russian Federation,RUS,Europe,Eastern Europe,2006,3,2130000000000,66.64317,,5800,
Rwanda,RWA,Africa,Eastern Africa,2006,1,9200000000,56.38666,,310,
Samoa,WSM,Oceania,Polynesia,2006,2,898000000,71.27866,,2560,
San Marino,SMR,Europe,Southern Europe,2006,4,,82.18049,,44400,
Sao Tome and Principe,STP,Africa,Middle Africa,2006,1,347000000,64.89246,,900,
Saudi Arabia,SAU,Asia,Western Asia,2006,4,930000000000,73.25817,,14200,
Senegal,SEN,Africa,Western Africa,2006,1,22300000000,61.05407,,800,
